gene	MP38.D28A	MP38.D28B	MP38.D28C	MP38.D65A	MP38.D65B	MP38.D65C
CSTF2	-0.106377060016441	-0.120432661498613	-0.0943416935278057	-0.422929933795309	-0.309387532175973	-0.216329351198
CSTF2T	-0.14306079493361	-0.118268189224653	-0.0975035173390936	-0.233290722305501	-0.259603650877572	-0.15929106021985
CTCFL	-0.205772060457	-0.108663257024824	-0.24014352058192	-0.453766251746001	-0.0121663549972449	-0.488762721268916
CTNNB1	-0.134380384828577	-0.0656147026480596	-0.0830920734465077	-0.158830174984507	-0.0226680610774717	-0.197656861419286
CTPS1	-0.222186912873615	-0.287518776225109	-0.125415560052243	-0.421653585379334	-0.435389206437229	-0.200306846158389
CTPS2	-0.0881587004914763	-0.122687469968013	-0.262471045847339	-0.133335475510671	-0.176736216316833	-0.230510473360727
CTR9	-0.480593003003286	-0.550611865142321	-0.494873426917283	-1.28353792818582	-1.10588777625917	-1.4342971462699
CTSZ	-0.19185508937063	-0.182010341784945	-0.189466139469354	-0.224884373903113	-0.251657677059331	-0.265795933404759
CWF19L1	-0.0528753359033857	-0.140854625882432	-0.131497617043413	-0.108365185576187	-0.195474228256566	-0.340897758827009
CYFIP1	-0.108582306974421	-0.174365673500673	-0.103194855704601	-0.340744845466506	-0.33504194271536	-0.0102256521685928
CYFIP2	-0.0812924716086389	-0.0841734903925793	-0.109323224497049	-0.172325224471305	-0.163367110243057	-0.112623951124503
CYP26C1	-0.171703001774762	-0.246543928663058	-0.175033697954194	-0.177748779894543	-0.389915450945392	-0.140435637163447
CYP2A6	-0.0312978595871958	-0.0400042882694477	-0.0690906110008623	-0.121833395102291	-0.0305012584604115	-0.0634436131244407
CYP2C8	-0.0392049766055806	-0.112068257435052	-0.070447341642167	-0.250839804767634	-0.132279034280678	-0.0252254843247967
CYP7A1	-0.256055484422111	-0.277751899567108	-0.237001658543964	-0.325886816782527	-0.202595843016385	-0.420678903148428
DBT	-0.0596713782143474	-0.0875494374570743	-0.0762722641407879	-0.0293493781055311	-0.210693857275476	-0.19565016862094
DCAF4L2	-0.166857368168984	-0.0575614319279139	-0.221906578514459	-0.144794202142293	-0.247598278521147	-0.244967335041995
DCAF8L1	-0.257447269858173	-0.140515830735262	-0.0403312166451984	-0.192409263877828	-0.263267520192506	0
DDI1	-0.125971676156857	-0.144868408113081	-0.165284807962073	-0.0922835309792514	-0.268836094265486	-0.324416778838311
DDI2	-0.184602684736882	-0.270022870530184	-0.184256184261301	-0.806036025560119	-0.580608496188727	-0.624953315034574
DDX17	-0.18043501312553	-0.126394757335869	-0.199848459769163	-0.304915184167971	-0.258866291210627	-0.356451153501383
DDX39A	-0.0718405209580038	-0.152902574398815	-0.12248963691067	-0.0171150578146627	-0.191109206112161	-0.26834952576395
DDX39B	-0.241774684215717	-0.205419815880526	-0.0597269720084857	-0.453448402600199	-0.447676748624168	-0.255994069434935
DDX5	-0.350157777711079	-0.356283230512246	-0.247260666011483	-1.07544624541904	-0.74864420820651	-1.14180751661052
DEGS1	-0.0553964683148153	-0.0651227321751635	-0.0230246909956063	-0.100621282672335	-0.110397891846456	-0.0128917327172084
DEGS2	-0.137931192011315	-0.0512373609876349	-0.180569907699933	-0.166105154175073	-0.0771264692768079	-0.222446494862597
DENND5A	0	-0.126045768891506	-0.0620861862721532	-0.00505646122249724	-0.163656747535157	-0.151895163524773
DENND5B	-0.0469892744137883	-0.0602001875622852	-0.000743139870741084	-0.200388539490694	-0.114655350265406	0
DGAT1	-0.161536126599427	-0.242574751962192	-0.160832778345243	-0.298548784866269	-0.497993280990522	-0.254207446188648
DGAT2L6	-0.0182921308108963	0	-0.0119512255794608	-0.0571819355298046	-0.00366837898782149	-0.00914572333815455
DGKI	-0.158605036167841	-0.0780784077165043	-0.241682481230249	-0.317514103919449	-0.21446392154377	-0.291987150725578
DGKZ	-0.329159677247332	-0.264607410167763	-0.327479852946138	-0.568489324007754	-0.348177660426583	-0.533906765272107
DHX29	-0.212316751746597	-0.24526080068486	-0.191965018139594	-0.960401407040142	-0.492665976792364	-0.296715872158975
DHX9	-0.858791555122108	-0.760434741146287	-0.580478708275692	-1.65360023271818	-1.89068623927606	-0.975041923542392
DLL1	-0.0341604850920227	-0.0703965387822416	-0.0994941099088913	-0.028618234612781	-0.0282387692861758	-0.0290996493277482
DLL4	-0.0217651128262909	-0.0762314835490921	-0.0461054644102776	-0.00130199554355219	-0.104267197641123	-0.0965879765829193
DMD	-0.132760509459581	-0.118248796265268	-0.0731965051010905	-0.262758861375903	-0.133171413345511	-0.0589180528840705
DMP1	-0.0951726720830485	-0.0894857186521475	-0.197269563147302	-0.175677931777119	-0.276723426671734	-0.194266499996859
DMXL1	-0.126014464539582	-0.129257210749648	-0.0745297645540893	-0.374247906226317	-0.457112328870807	-0.121690681288364
DMXL2	-0.29000318122147	-0.219065883521401	-0.37198702594781	-0.467499289200326	-0.128048417043837	-0.596824580662314
DNAJC15	-0.0499376315060069	-0.0512211273899275	-0.125703400133127	-0.122134548487778	-0.0764701441585369	-0.194564895976199
DNAJC19	-0.133343901624647	-0.162499116944942	-0.204799530611288	-0.1970770591516	-0.330336129410195	-0.309143928637063
DPCR1	-0.184208592939831	-0.126916536339815	-0.0693874443740526	-0.0254459732966817	-0.0801328746979319	-0.15914167702701
DRD3	-0.122315328923445	-0.233527227151473	-0.00667729070086585	-0.0773911806829684	-0.189708211533566	0
DST	-0.16652437538287	-0.0835667006148567	-0.0669921385264925	-0.0491559270705374	-0.122422480843664	-0.0577945357782835
DUOX1	-0.0702787095715329	-0.11968241701789	-0.117340725283858	0	-0.133682185631153	-0.196880164008281
DUOX2	-0.0991094547535218	-0.148097257341326	-0.150844503601381	-0.233430200553763	-0.358092323584691	-0.242946811345729
DUSP10	-0.207965504793715	-0.265872141459368	-0.169315129788039	-0.440779140077327	-0.491711319080554	-0.23395806614464
DYNC1LI1	-0.277454992196423	-0.2419648001244	-0.340497242337797	-0.53372452438815	-0.44692973675556	-0.563260322181768
DYNC1LI2	-0.346827292352988	-0.355862969007926	-0.252850534257839	-0.836891465639897	-0.701730613604164	-0.860379711227468
DYNLRB1	-0.775865430517509	-0.837601365352824	-0.763066135797779	-1.58421160706378	-2.12220081770159	-1.58248012614956
DYNLRB2	-0.0480013931033341	-0.0250921938826641	-0.0085999349188418	0	-0.0246527060333991	0
DYNLT1	-0.080359955077687	-0.197425645157606	-0.0435204453991365	-0.265218700556009	-0.295702175195559	-0.045385348452071
DYNLT3	-0.109789798391191	-0.122347775361687	-0.117757381062916	-0.0991759938895108	-0.0987975907607473	-0.126392828726289
DZIP1L	-0.0175317833751577	-0.112762812896106	0	-0.0380703332687116	-0.31110483295422	-0.0655709963479957
DZIP3	-0.0484219406624186	-0.11609368533	-0.08012542277218	-0.211150619486085	-0.198211824713407	-0.0481080395371037
E2F3	-0.911004020968673	-0.808126253796725	-0.871312400299078	-1.83777780279928	-1.51163830339562	-1.74422887392903
E2F4	-0.143288791395289	-0.021980752047779	-0.0651054871986789	-0.00955370545350662	-0.0831368651646689	-0.0702921853180568
