gene	MP41.D28A	MP41.D28B	MP41.D28C	MP41.D32A	MP41.D32B	MP41.D32C
FLOT2	-0.244659314513015	-0.306577281785468	-0.450984488972101	-0.19342482750494	-0.280982375866058	-0.46998102267903
FLT1	-0.145451806136676	-0.144889263487362	-0.184768427537247	-0.117669872431278	-0.195713761187764	-0.1443768766294
FMR1	-0.0456799822827763	-0.0454554538047505	-0.183395852595262	-0.0537477233156435	-0.0370640939473349	-0.163742603096576
FNIP1	-0.233059321022863	-0.177901462198185	-0.146713258491697	-0.236473512000279	-0.195072962013457	-0.162781231941391
FNIP2	-0.227990434806827	-0.27611621168405	-0.253122134866861	-0.260355716047111	-0.331809276344013	-0.196792488890799
FOSL1	-0.320077654741324	-0.303175150078732	-0.245806904993832	-0.353724489675658	-0.282881608849576	-0.273762745261984
FOXA1	-0.144770539225924	-0.0963341339245531	-0.125222877198457	-0.128184221434527	-0.119473334869405	-0.180446011844455
FOXB1	-0.14911730488218	-0.178369148956193	-0.287358355917566	-0.119901905266073	-0.171973972936146	-0.315428668202911
FOXE3	-0.308569630404921	-0.21204943751056	-0.0709588386193352	-0.298828244532927	-0.214932909930953	-0.0898079235216371
FOXK1	-0.340609359782393	-0.318669967260556	-0.434233498583297	-0.354144767771936	-0.234245870923648	-0.43757033058633
FOXK2	-0.396342195727967	-0.326978973995854	-0.30889657451361	-0.389624948341338	-0.288474249020901	-0.303442179830407
FRS2	-0.0841575166137679	-0.205248594418737	-0.173103900541709	-0.112536466402964	-0.0951769618009614	-0.119082555620499
FRS3	-0.111226524180021	-0.224765426200884	-0.179835946375932	-0.179144488011803	-0.185046034326459	-0.1647614305078
FRY	-0.150206290469106	-0.143484592810709	-0.163076641261338	-0.105414028970629	-0.12472351469408	-0.125352495943948
FRYL	-0.0828502508036685	0.0141466442276378	-0.078667207761563	-0.112142382006044	0.066000798362944	-0.00833191443121087
FSD1	-0.27635617902942	-0.31356415505485	-0.246068482576431	-0.324408896912096	-0.412266147436237	-0.170074822715844
FSD1L	-0.0678227125778911	-0.194673747013703	-0.368954253949742	-0.0782634531504658	-0.157627132280371	-0.280536550459082
FUT5	-0.31415625536783	-0.403642155522346	-0.289666682924767	-0.261420097246235	-0.435017135447734	-0.297387620962296
FXR1	-0.0751851015752729	-0.208120086409551	-0.238850443430914	-0.0524025113321658	-0.106818789068564	-0.245783182594331
FXR2	-0.299199877813751	-0.227211575531686	-0.284233165547955	-0.306863394870224	-0.227297781276321	-0.240446748212488
FZD8	-0.231837831210926	-0.207238973567848	-0.200022266714948	-0.203976298652576	-0.196254252856724	-0.189453904305197
FZR1	-0.372288710675873	-0.399534574479465	-0.426782138711836	-0.425826596711822	-0.45679148210352	-0.530354363266652
G3BP1	-0.320217254411967	-0.401573532872059	-0.263705430914014	-0.330918244914043	-0.409929577230335	-0.265106065121422
