gene	X921.D28A	X921.D28B	X921.D28C	X921.D42A	X921.D42B	X921.D42C
ATR	-0.426873802848524	-0.402562021719118	-0.506348575591341	-0.477580558167331	-0.565461983086604	-0.673747984299449
AXL	-0.198377092281667	-0.344635957332431	-0.262896540797459	-0.24674399343975	-0.273318385310933	-0.321242608802432
BAP1	-0.372802981392589	-0.24972862102108	-0.303982625736347	-0.342696531356736	-0.162141984983205	-0.26870412714883
BARHL1	-0.359335869972572	-0.408126348450805	-0.246775818505368	-0.585204057072711	-0.481164237202506	-0.354933939910179
BATF3	-0.326069181976759	-0.38993084554716	-0.33929078596356	-0.520143943294505	-0.453261012562313	-0.422644297561614
BCAP31	-0.255712919822808	-0.312112889144596	-0.343008042218745	-0.318368343405334	-0.436332596727339	-0.464390192007144
BECN1	-0.219428222994364	-0.360474304000106	-0.295849601750053	-0.157644898844899	-0.554625207790082	-0.305808140130963
BECN2	-0.232816455575769	-0.299769764209264	-0.288486923596418	-0.329461815030081	-0.248093226121718	-0.200702815004146
BICD1	-0.403382570895114	-0.422326454763823	-0.589148887947501	-0.653492530698498	-0.673211729273778	-0.504470011967535
BICD2	-0.378797013309661	-0.577592435262718	-0.563386445322589	-0.348681089654702	-0.669148155249008	-0.66572038563568
BRD8	-0.422874618762596	-0.450236685242542	-0.419034992690328	-0.555384383701681	-0.642521887539136	-0.380494549356739
BRSK1	-0.192554231114453	-0.363566740765982	-0.287190860686725	-0.215601210952984	-0.496203992229603	-0.319181992256864
BRSK2	-0.551363716984246	-0.683186388339899	-0.626271255900093	-0.615328855536528	-0.730131830090402	-0.628999011275511
BTBD11	-0.384931115062755	-0.373742329345633	-0.360375388378075	-0.459409206562277	-0.517780657610217	-0.309369306672656
BTG1	-0.41698669282902	-0.300794901490038	-0.399011966506122	-0.483874685668585	-0.42870070557769	-0.409654339258764
BUB1B	-0.590199734184244	-0.49900676393166	-0.49200521039854	-0.522286896789204	-0.478679534521714	-0.46055398353471
BUB3	-1.14444964361816	-1.21291014028646	-1.25677720639064	-1.35945386902199	-1.53462704496528	-1.683186765871
BZW1	-0.451306477233314	-0.447403453810641	-0.384820498456115	-0.46278878979084	-0.335250245712828	-0.546406088430271
BZW2	-0.48598062431133	-0.39029757433306	-0.3508878398451	-0.627926451878043	-0.630459748841755	-0.692981067608231
CAB39	-0.106796307892516	-0.153892855123248	-0.165026119948373	-0.0789548371323151	-0.0707654190697618	-0.138918470127993
CAB39L	-0.223950724594269	-0.226282312070632	-0.331906861963037	-0.337226353449756	-0.24461217611114	-0.323739758777075
CABP5	-0.495328040612314	-0.49119142003776	-0.490943932249909	-0.625351824966073	-0.457532990003959	-0.54987546361
CADPS	-0.252654753660762	-0.21582269621565	-0.554370346699087	-0.25203955551298	-0.214924391547302	-0.544306920727392
CADPS2	-0.107885713884012	-0.149905998760464	-0.149007250881138	-0.19989148056351	-0.269407199087336	-0.243479515726267
CALY	-0.337278511168589	-0.3077802793715	-0.334857296105484	-0.533905591666206	-0.460588719097293	-0.318450164330512
CAND1	-0.314925979018652	-0.410517272000548	-0.453282504633708	-0.419804559467299	-0.571379133738103	-0.662524406933374
CAND2	-0.417080964039644	-0.478348548735562	-0.285748089742441	-0.54680661368791	-0.306731158028207	-0.182156166538055
CAP1	-0.336260282247745	-0.212381942459699	-0.341287264211315	-0.388581515413264	-0.336629457126239	-0.491582995175084
CAP2	-0.432779101842907	-0.495135100649555	-0.317362972618221	-0.497692630551269	-0.590574741270883	-0.286025809988349
CAPN2	-0.375240204902537	-0.496075752462571	-0.368156917434555	-0.430932960174583	-0.531118410828489	-0.395028029567087
CASP4	-0.27529491605401	-0.251755670875769	-0.2593635499011	-0.268714921503404	-0.222589457339222	-0.381963602346277
CAT	-0.145394143695748	-0.0554570137112861	-0.218610047625962	-0.29320268020625	-0.121241174838464	-0.182213551966442
CAV1	-0.203745930808824	-0.237039950170218	-0.0778539418029387	-0.357421906003907	-0.253081992053379	-0.108116709045372
CAVIN1	-0.489456800046163	-0.509215889766159	-0.366257162390938	-0.641414054603231	-0.836656884594634	-0.438704658449962
CBLL1	-0.277731158853992	-0.252430331942613	-0.209655006626131	-0.428905886274887	-0.260588566325182	-0.314741447187636
CBLL2	-0.189092152944291	-0.194529014142396	-0.121152265048141	-0.289878312725446	-0.263074363354644	-0.0934896474215925
CCDC69	-0.147792726050545	-0.248964916181476	-0.129242828558852	-0.286156034055796	-0.379948379046667	-0.0787415258121884
CCND1	-0.995003705045213	-1.12805352534377	-1.19546124656746	-1.23620995993596	-1.50394041642321	-1.37286983619597
CCND3	-0.775082565060155	-0.753842937445426	-0.723000316070242	-0.99337406888943	-0.819734670587168	-0.901222653271698
CCNE1	-0.237692313193841	-0.333661784788288	-0.173310213244259	-0.366797648169307	-0.491554031808714	-0.141060099670881
CCNE2	-0.23163299332925	-0.247396087346636	-0.315284377228475	-0.330647136838894	-0.235030759783203	-0.417312571004829
CCNL1	-0.278625614271726	-0.291032661505448	-0.344538198612138	-0.261461059021252	-0.427130908976821	-0.347735367240606
CCNL2	-0.22350050544205	-0.35198235520554	-0.274045398918727	-0.261746004131371	-0.433826788733866	-0.169269417965717
CCNT1	-0.477267991586133	-0.59235185424483	-0.607878959885657	-0.643796991121613	-0.766948452370963	-0.974143192688117
CCNT2	-0.59831260551259	-0.60982162189272	-0.43808773573691	-0.688696663745398	-0.468954767971494	-0.56574674159185
CCT6A	-0.410968743579417	-0.38424057529316	-0.441181164071638	-0.648615812986179	-0.469050149329506	-0.521122882757483
CCT6B	-0.261788257307601	-0.268656777346713	-0.321728383815512	-0.384254731867373	-0.312291104044143	-0.460627002060361
