"geneSymbol","modelName","tissue","cancerType","fc_clean","bf_scaled","modelId","geneId","isPanCancer","source"
"VCL","Mel-202","Eye","Melanoma","-0.22837","1.317","SIDM01357","SIDG40649","","Broad"
"PCDHA11","Mel-202","Eye","Melanoma","-0.22837","1.335","SIDM01357","SIDG24057","","Broad"
"KPNA6","Mel-202","Eye","Melanoma","-0.22837","1.344","SIDM01357","SIDG13955","","Broad"
"BAG4","Mel-202","Eye","Melanoma","-0.22832","1.322","SIDM01357","SIDG02085","","Broad"
"LPA","Mel-202","Eye","Melanoma","-0.22828","1.335","SIDM01357","SIDG16712","","Broad"
"ETNK1","Mel-202","Eye","Melanoma","-0.2282","1.29","SIDM01357","SIDG08160","","Broad"
"CPA6","Mel-202","Eye","Melanoma","-0.228","1.353","SIDM01357","SIDG05306","","Broad"
"RBFOX2","Mel-202","Eye","Melanoma","-0.22794","1.347","SIDM01357","SIDG26801","","Broad"
"NUAK2","Mel-202","Eye","Melanoma","-0.22763","1.328","SIDM01357","SIDG22394","","Broad"
"FCRL4","Mel-202","Eye","Melanoma","-0.22757","1.178","SIDM01357","SIDG08969","","Broad"
"KCNJ9","Mel-202","Eye","Melanoma","-0.22756","1.341","SIDM01357","SIDG13533","","Broad"
"CWH43","Mel-202","Eye","Melanoma","-0.22731","1.326","SIDM01357","SIDG05746","","Broad"
"RAP1A","Mel-202","Eye","Melanoma","-0.22715","1.299","SIDM01357","SIDG26682","","Broad"
"SLC13A3","Mel-202","Eye","Melanoma","-0.22706","1.247","SIDM01357","SIDG34684","","Broad"
"UTP3","Mel-202","Eye","Melanoma","-0.22694","1.289","SIDM01357","SIDG40595","true","Broad"
"KLHL2","Mel-202","Eye","Melanoma","-0.22669","1.335","SIDM01357","SIDG13851","","Broad"
"METTL5","Mel-202","Eye","Melanoma","-0.22645","1.36","SIDM01357","SIDG17615","","Broad"
"MINDY2","Mel-202","Eye","Melanoma","-0.2263","1.295","SIDM01357","SIDG17766","","Broad"
"CEACAM8","Mel-202","Eye","Melanoma","-0.22624","1.367","SIDM01357","SIDG04266","","Broad"
"BTBD10","Mel-202","Eye","Melanoma","-0.22624","1.307","SIDM01357","SIDG02582","","Broad"
"SYT3","Mel-202","Eye","Melanoma","-0.22605","1.308","SIDM01357","SIDG37017","","Broad"
"ITGA8","Mel-202","Eye","Melanoma","-0.22583","1.298","SIDM01357","SIDG13296","","Broad"
"NSRP1","Mel-202","Eye","Melanoma","-0.22581","1.194","SIDM01357","SIDG22335","","Broad"
"CHST8","Mel-202","Eye","Melanoma","-0.22577","1.257","SIDM01357","SIDG04650","","Broad"
"ERMN","Mel-202","Eye","Melanoma","-0.22564","1.339","SIDM01357","SIDG07978","","Broad"
"LRIG1","Mel-202","Eye","Melanoma","-0.22525","1.36","SIDM01357","SIDG16754","","Broad"
"IFNA8","Mel-202","Eye","Melanoma","-0.22516","1.304","SIDM01357","SIDG12341","","Broad"
"INO80E","Mel-202","Eye","Melanoma","-0.22502","1.362","SIDM01357","SIDG13104","","Broad"
"SH3GL3","Mel-202","Eye","Melanoma","-0.22481","1.373","SIDM01357","SIDG34350","","Broad"
"VPS26B","Mel-202","Eye","Melanoma","-0.22473","1.379","SIDM01357","SIDG40882","","Broad"
"GGCX","Mel-202","Eye","Melanoma","-0.22453","1.321","SIDM01357","SIDG10041","","Broad"
"STPG2","Mel-202","Eye","Melanoma","-0.22449","1.267","SIDM01357","SIDG36760","","Broad"
"ARL6IP6","Mel-202","Eye","Melanoma","-0.22438","1.354","SIDM01357","SIDG01498","","Broad"
"ADAM11","Mel-202","Eye","Melanoma","-0.22434","1.377","SIDM01357","SIDG00374","","Broad"
"DENND10","Mel-202","Eye","Melanoma","-0.2243","1.251","SIDM01357","SIDG08397","","Broad"
"SLC26A10","Mel-202","Eye","Melanoma","-0.22424","1.369","SIDM01357","SIDG34878","","Broad"
"LRRC71","Mel-202","Eye","Melanoma","-0.22419","1.208","SIDM01357","SIDG16865","","Broad"
"S100A11","Mel-202","Eye","Melanoma","-0.22386","1.354","SIDM01357","SIDG33590","","Broad"
"ANAPC13","Mel-202","Eye","Melanoma","-0.22385","1.273","SIDM01357","SIDG00965","","Broad"
"MAD2L1BP","Mel-202","Eye","Melanoma","-0.22374","1.387","SIDM01357","SIDG17061","","Broad"
"ZMYM3","Mel-202","Eye","Melanoma","-0.2236","1.329","SIDM01357","SIDG41656","","Broad"
"SELENOW","Mel-202","Eye","Melanoma","-0.22355","1.356","SIDM01357","SIDG34020","","Broad"
"HS6ST2","Mel-202","Eye","Melanoma","-0.22348","1.276","SIDM01357","SIDG11973","","Broad"
"AAGAB","Mel-202","Eye","Melanoma","-0.22344","1.362","SIDM01357","SIDG00029","","Broad"
"STK4","Mel-202","Eye","Melanoma","-0.22291","1.263","SIDM01357","SIDG36710","","Broad"
"WDR44","Mel-202","Eye","Melanoma","-0.22287","1.362","SIDM01357","SIDG41060","","Broad"
"CCDC93","Mel-202","Eye","Melanoma","-0.22259","1.283","SIDM01357","SIDG03698","","Broad"
"TMEM235","Mel-202","Eye","Melanoma","-0.22258","1.369","SIDM01357","SIDG38101","","Broad"
"ARHGEF1","Mel-202","Eye","Melanoma","-0.22241","1.366","SIDM01357","SIDG01411","","Broad"
"AKAP3","Mel-202","Eye","Melanoma","-0.2224","1.284","SIDM01357","SIDG00729","","Broad"
"PEX6","Mel-202","Eye","Melanoma","-0.22228","1.367","SIDM01357","SIDG24366","","Broad"
"COL23A1","Mel-202","Eye","Melanoma","-0.2222","1.286","SIDM01357","SIDG05138","","Broad"
"SUGP2","Mel-202","Eye","Melanoma","-0.22198","1.329","SIDM01357","SIDG36845","","Broad"
"KLC2","Mel-202","Eye","Melanoma","-0.22195","1.343","SIDM01357","SIDG13806","","Broad"
"TVP23B","Mel-202","Eye","Melanoma","-0.2218","1.272","SIDM01357","SIDG39980","","Broad"
"PANK1","Mel-202","Eye","Melanoma","-0.22154","1.291","SIDM01357","SIDG23881","","Broad"
"ANKRD34B","Mel-202","Eye","Melanoma","-0.22135","1.378","SIDM01357","SIDG01072","","Broad"
"SOWAHC","Mel-202","Eye","Melanoma","-0.2213","1.349","SIDM01357","SIDG36078","","Broad"
"GALNT1","Mel-202","Eye","Melanoma","-0.2213","1.349","SIDM01357","SIDG09762","","Broad"
"HBZ","Mel-202","Eye","Melanoma","-0.22129","1.335","SIDM01357","SIDG11038","","Broad"
"CPT2","Mel-202","Eye","Melanoma","-0.22124","1.375","SIDM01357","SIDG05361","","Broad"
"NUP58","Mel-202","Eye","Melanoma","-0.22117","1.403","SIDM01357","SIDG22463","","Broad"
"ZNF263","Mel-202","Eye","Melanoma","-0.2209","1.296","SIDM01357","SIDG41893","","Broad"
"MEN1","Mel-202","Eye","Melanoma","-0.2209","1.237","SIDM01357","SIDG17577","","Broad"
"DPM3","Mel-202","Eye","Melanoma","-0.22081","1.297","SIDM01357","SIDG06909","","Broad"
"PRKAB1","Mel-202","Eye","Melanoma","-0.22075","1.239","SIDM01357","SIDG25772","","Broad"
"ACTA1","Mel-202","Eye","Melanoma","-0.22069","1.298","SIDM01357","SIDG00259","","Broad"
"SNRNP48","Mel-202","Eye","Melanoma","-0.2206","1.385","SIDM01357","SIDG35871","","Broad"
"TIGD4","Mel-202","Eye","Melanoma","-0.22056","1.283","SIDM01357","SIDG37701","","Broad"
"ABTB1","Mel-202","Eye","Melanoma","-0.22047","1.413","SIDM01357","SIDG00163","","Broad"
"TMEM230","Mel-202","Eye","Melanoma","-0.22044","1.386","SIDM01357","SIDG38096","","Broad"
"APEX2","Mel-202","Eye","Melanoma","-0.22043","1.414","SIDM01357","SIDG01223","","Broad"
"PPP4R3A","Mel-202","Eye","Melanoma","-0.2203","1.243","SIDM01357","SIDG25610","","Broad"
"BRD7","Mel-202","Eye","Melanoma","-0.22024","1.41","SIDM01357","SIDG02507","","Broad"
"EGR1","Mel-202","Eye","Melanoma","-0.22022","1.343","SIDM01357","SIDG07467","","Broad"
"CHD3","Mel-202","Eye","Melanoma","-0.22007","1.287","SIDM01357","SIDG04545","","Broad"
"FBXL16","Mel-202","Eye","Melanoma","-0.21991","1.413","SIDM01357","SIDG08865","","Broad"
"FASN","Mel-202","Eye","Melanoma","-0.21972","1.29","SIDM01357","SIDG08818","","Broad"
"PROSER1","Mel-202","Eye","Melanoma","-0.21967","1.306","SIDM01357","SIDG25855","","Broad"
"RALBP1","Mel-202","Eye","Melanoma","-0.21966","1.42","SIDM01357","SIDG26644","","Broad"
"ZNF845","Mel-202","Eye","Melanoma","-0.2196","1.249","SIDM01357","SIDG42356","","Broad"
"RNF223","Mel-202","Eye","Melanoma","-0.21955","1.249","SIDM01357","SIDG29181","","Broad"
"PTPN14","Mel-202","Eye","Melanoma","-0.21953","1.349","SIDM01357","SIDG26290","","Broad"
"SET","Mel-202","Eye","Melanoma","-0.21949","1.307","SIDM01357","SIDG34205","","Broad"
"SLC25A41","Mel-202","Eye","Melanoma","-0.21926","1.423","SIDM01357","SIDG34853","","Broad"
"MAP7D2","Mel-202","Eye","Melanoma","-0.21915","1.424","SIDM01357","SIDG17231","","Broad"
"SAA2","Mel-202","Eye","Melanoma","-0.21915","1.253","SIDM01357","SIDG33606","","Broad"
"ODR4","Mel-202","Eye","Melanoma","-0.21906","1.254","SIDM01357","SIDG22593","","Broad"
"LYPD6B","Mel-202","Eye","Melanoma","-0.2189","1.421","SIDM01357","SIDG17001","","Broad"
"ESRRA","Mel-202","Eye","Melanoma","-0.21882","1.399","SIDM01357","SIDG08134","","Broad"
"ZNF696","Mel-202","Eye","Melanoma","-0.21864","1.356","SIDM01357","SIDG42226","","Broad"
"YWHAZ","Mel-202","Eye","Melanoma","-0.21863","1.4","SIDM01357","SIDG41381","","Broad"
"TMEM64","Mel-202","Eye","Melanoma","-0.2186","1.397","SIDM01357","SIDG37916","","Broad"
"STK3","Mel-202","Eye","Melanoma","-0.21847","1.402","SIDM01357","SIDG36709","","Broad"
"XAGE3","Mel-202","Eye","Melanoma","-0.21843","1.358","SIDM01357","SIDG41210","","Broad"
"H2AC8","Mel-202","Eye","Melanoma","-0.21843","1.417","SIDM01357","SIDG11302","","Broad"
"FAM200A","Mel-202","Eye","Melanoma","-0.21814","1.375","SIDM01357","SIDG08686","","Broad"
"GAB1","Mel-202","Eye","Melanoma","-0.21795","1.305","SIDM01357","SIDG09679","","Broad"
"GSTCD","Mel-202","Eye","Melanoma","-0.21767","1.405","SIDM01357","SIDG10748","","Broad"
"CD200R1","Mel-202","Eye","Melanoma","-0.21767","1.405","SIDM01357","SIDG04008","","Broad"
"GIPC3","Mel-202","Eye","Melanoma","-0.21764","1.322","SIDM01357","SIDG10103","","Broad"
"CD2BP2","Mel-202","Eye","Melanoma","-0.21757","1.267","SIDM01357","SIDG03931","","Broad"
"SEC11A","Mel-202","Eye","Melanoma","-0.21753","1.309","SIDM01357","SIDG33956","","Broad"
"MYRF","Mel-202","Eye","Melanoma","-0.21744","1.41","SIDM01357","SIDG21237","","Broad"
"MT1M","Mel-202","Eye","Melanoma","-0.21744","1.407","SIDM01357","SIDG20429","","Broad"
"CLVS1","Mel-202","Eye","Melanoma","-0.2174","1.324","SIDM01357","SIDG04924","","Broad"
"RHBDF1","Mel-202","Eye","Melanoma","-0.21737","1.438","SIDM01357","SIDG27166","","Broad"
"POGLUT1","Mel-202","Eye","Melanoma","-0.21736","1.425","SIDM01357","SIDG25189","","Broad"
"BAD","Mel-202","Eye","Melanoma","-0.21712","1.409","SIDM01357","SIDG02081","","Broad"
"FKBP7","Mel-202","Eye","Melanoma","-0.21705","1.413","SIDM01357","SIDG09161","","Broad"
"UBIAD1","Mel-202","Eye","Melanoma","-0.21698","1.314","SIDM01357","SIDG40199","","Broad"
"BDNF","Mel-202","Eye","Melanoma","-0.21693","1.273","SIDM01357","SIDG02233","","Broad"
"MS4A3","Mel-202","Eye","Melanoma","-0.21666","1.275","SIDM01357","SIDG20282","","Broad"
"ATP2B4","Mel-202","Eye","Melanoma","-0.21664","1.416","SIDM01357","SIDG01793","","Broad"
"ZSCAN18","Mel-202","Eye","Melanoma","-0.21663","1.388","SIDM01357","SIDG42437","","Broad"
"YDJC","Mel-202","Eye","Melanoma","-0.2164","1.277","SIDM01357","SIDG41316","","Broad"
"ACVR2A","Mel-202","Eye","Melanoma","-0.21639","1.415","SIDM01357","SIDG00347","","Broad"
"TPP1","Mel-202","Eye","Melanoma","-0.21611","1.321","SIDM01357","SIDG38427","","Broad"
"TCEAL7","Mel-202","Eye","Melanoma","-0.21607","1.28","SIDM01357","SIDG37330","","Broad"
"ARID3A","Mel-202","Eye","Melanoma","-0.21596","1.449","SIDM01357","SIDG01449","","Broad"
"PRDX2","Mel-202","Eye","Melanoma","-0.21593","1.422","SIDM01357","SIDG25710","","Broad"
"NSUN7","Mel-202","Eye","Melanoma","-0.21585","1.423","SIDM01357","SIDG22344","","Broad"
"STARD5","Mel-202","Eye","Melanoma","-0.21558","1.425","SIDM01357","SIDG36666","","Broad"
"PSMD5","Mel-202","Eye","Melanoma","-0.21535","1.454","SIDM01357","SIDG26116","","Broad"
"IFTAP","Mel-202","Eye","Melanoma","-0.21525","1.443","SIDM01357","SIDG03036","","Broad"
"ODAD1","Mel-202","Eye","Melanoma","-0.21523","1.428","SIDM01357","SIDG03710","","Broad"
"ZNF212","Mel-202","Eye","Melanoma","-0.21516","1.456","SIDM01357","SIDG41851","","Broad"
"SETD4","Mel-202","Eye","Melanoma","-0.21508","1.401","SIDM01357","SIDG34211","","Broad"
"GPX8","Mel-202","Eye","Melanoma","-0.21501","1.445","SIDM01357","SIDG10615","","Broad"
"MIXL1","Mel-202","Eye","Melanoma","-0.215","1.402","SIDM01357","SIDG19771","","Broad"
"CFAP43","Mel-202","Eye","Melanoma","-0.21433","1.432","SIDM01357","SIDG04428","","Broad"
"DNAJC12","Mel-202","Eye","Melanoma","-0.21425","1.436","SIDM01357","SIDG06757","","Broad"
"LARS2","Mel-202","Eye","Melanoma","-0.21423","1.459","SIDM01357","SIDG14411","","Broad"
"CLCN1","Mel-202","Eye","Melanoma","-0.2142","1.392","SIDM01357","SIDG04769","","Broad"
"CORO6","Mel-202","Eye","Melanoma","-0.21419","1.349","SIDM01357","SIDG05216","","Broad"
"SERPINB5","Mel-202","Eye","Melanoma","-0.21416","1.433","SIDM01357","SIDG34170","","Broad"
"EPN1","Mel-202","Eye","Melanoma","-0.2141","1.434","SIDM01357","SIDG07899","","Broad"
"GOLT1B","Mel-202","Eye","Melanoma","-0.21406","1.41","SIDM01357","SIDG10412","","Broad"
"FCRL6","Mel-202","Eye","Melanoma","-0.21401","1.298","SIDM01357","SIDG08971","","Broad"
"LMOD1","Mel-202","Eye","Melanoma","-0.21383","1.395","SIDM01357","SIDG16676","","Broad"
"RCC2","Mel-202","Eye","Melanoma","-0.21379","1.467","SIDM01357","SIDG26958","","Broad"
"ASMTL","Mel-202","Eye","Melanoma","-0.21376","1.463","SIDM01357","SIDG01661","","Broad"
"KCTD10","Mel-202","Eye","Melanoma","-0.21371","1.44","SIDM01357","SIDG13608","","Broad"
"TRIB1","Mel-202","Eye","Melanoma","-0.21349","1.457","SIDM01357","SIDG39044","","Broad"
"RNF123","Mel-202","Eye","Melanoma","-0.21327","1.459","SIDM01357","SIDG29122","","Broad"
"C19orf33","Mel-202","Eye","Melanoma","-0.21284","1.463","SIDM01357","SIDG03197","","Broad"
"DEFB108B","Mel-202","Eye","Melanoma","-0.21271","1.448","SIDM01357","SIDG06305","","Broad"
"TMEM44","Mel-202","Eye","Melanoma","-0.21271","1.445","SIDM01357","SIDG37893","","Broad"
"NEIL1","Mel-202","Eye","Melanoma","-0.21261","1.446","SIDM01357","SIDG21689","","Broad"
"PIP5K1A","Mel-202","Eye","Melanoma","-0.21238","1.478","SIDM01357","SIDG24710","","Broad"
"SDC3","Mel-202","Eye","Melanoma","-0.21212","1.366","SIDM01357","SIDG33896","","Broad"
"C12orf65","Mel-202","Eye","Melanoma","-0.21209","1.476","SIDM01357","SIDG03062","","Broad"
"LRRC74A","Mel-202","Eye","Melanoma","-0.21205","1.356","SIDM01357","SIDG16868","","Broad"
"MESP2","Mel-202","Eye","Melanoma","-0.21197","1.477","SIDM01357","SIDG17597","","Broad"
"EFS","Mel-202","Eye","Melanoma","-0.21195","1.317","SIDM01357","SIDG07445","","Broad"
"MICAL1","Mel-202","Eye","Melanoma","-0.21187","1.482","SIDM01357","SIDG17729","","Broad"
"ALAD","Mel-202","Eye","Melanoma","-0.21181","1.455","SIDM01357","SIDG00790","","Broad"
"GNG11","Mel-202","Eye","Melanoma","-0.21163","1.36","SIDM01357","SIDG10315","","Broad"
"INTS13","Mel-202","Eye","Melanoma","-0.21158","1.455","SIDM01357","SIDG13155","","Broad"
"C5orf15","Mel-202","Eye","Melanoma","-0.21151","1.481","SIDM01357","SIDG02854","","Broad"
"MTHFD2L","Mel-202","Eye","Melanoma","-0.2113","1.487","SIDM01357","SIDG20695","","Broad"
"POU5F1","Mel-202","Eye","Melanoma","-0.21115","1.484","SIDM01357","SIDG25323","","Broad"
"TNFRSF6B","Mel-202","Eye","Melanoma","-0.2111","1.484","SIDM01357","SIDG38223","","Broad"
"RAP2A","Mel-202","Eye","Melanoma","-0.21106","1.461","SIDM01357","SIDG26691","","Broad"
"MOG","Mel-202","Eye","Melanoma","-0.21104","1.374","SIDM01357","SIDG19897","","Broad"
"EGFL7","Mel-202","Eye","Melanoma","-0.21086","1.437","SIDM01357","SIDG07450","","Broad"
"PIGB","Mel-202","Eye","Melanoma","-0.21079","1.376","SIDM01357","SIDG24628","","Broad"
"MFAP2","Mel-202","Eye","Melanoma","-0.21073","1.438","SIDM01357","SIDG17649","","Broad"
"LCA5L","Mel-202","Eye","Melanoma","-0.21052","1.463","SIDM01357","SIDG14432","","Broad"
"FRG2B","Mel-202","Eye","Melanoma","-0.21051","1.493","SIDM01357","SIDG09481","","Broad"
"POFUT1","Mel-202","Eye","Melanoma","-0.21038","1.422","SIDM01357","SIDG25186","","Broad"
"HLTF","Mel-202","Eye","Melanoma","-0.21022","1.442","SIDM01357","SIDG11443","","Broad"
"PUM3","Mel-202","Eye","Melanoma","-0.21017","1.469","SIDM01357","SIDG26348","","Broad"
"OVOL2","Mel-202","Eye","Melanoma","-0.21006","1.444","SIDM01357","SIDG23727","","Broad"
"ZRANB1","Mel-202","Eye","Melanoma","-0.20981","1.336","SIDM01357","SIDG42416","","Broad"
"CCAR2","Mel-202","Eye","Melanoma","-0.20973","1.446","SIDM01357","SIDG03610","","Broad"
"FAAP100","Mel-202","Eye","Melanoma","-0.20948","1.448","SIDM01357","SIDG08280","","Broad"
"SLC7A10","Mel-202","Eye","Melanoma","-0.20942","1.339","SIDM01357","SIDG34623","","Broad"
"ZNF662","Mel-202","Eye","Melanoma","-0.20937","1.379","SIDM01357","SIDG42195","","Broad"
"ARMH3","Mel-202","Eye","Melanoma","-0.2093","1.473","SIDM01357","SIDG01539","","Broad"
"ADAMTS3","Mel-202","Eye","Melanoma","-0.20927","1.473","SIDM01357","SIDG00398","","Broad"
"NEU2","Mel-202","Eye","Melanoma","-0.20897","1.434","SIDM01357","SIDG21731","","Broad"
"CTAGE1","Mel-202","Eye","Melanoma","-0.20888","1.506","SIDM01357","SIDG05616","","Broad"
"SMAGP","Mel-202","Eye","Melanoma","-0.20886","1.383","SIDM01357","SIDG35077","","Broad"
"RNASEH1","Mel-202","Eye","Melanoma","-0.2087","1.436","SIDM01357","SIDG29060","","Broad"
"MZB1","Mel-202","Eye","Melanoma","-0.20866","1.455","SIDM01357","SIDG21247","","Broad"
"CWC25","Mel-202","Eye","Melanoma","-0.20847","1.499","SIDM01357","SIDG05742","","Broad"
"ALPG","Mel-202","Eye","Melanoma","-0.20845","1.48","SIDM01357","SIDG00894","","Broad"
"CLK2","Mel-202","Eye","Melanoma","-0.20827","1.507","SIDM01357","SIDG04864","","Broad"
"DOLK","Mel-202","Eye","Melanoma","-0.20794","1.352","SIDM01357","SIDG06883","","Broad"
"SMAD6","Mel-202","Eye","Melanoma","-0.20788","1.442","SIDM01357","SIDG35073","","Broad"
"RAB1B","Mel-202","Eye","Melanoma","-0.20774","1.354","SIDM01357","SIDG26464","","Broad"
"NUFIP1","Mel-202","Eye","Melanoma","-0.20744","1.507","SIDM01357","SIDG22445","true","Broad"
"CYP2C18","Mel-202","Eye","Melanoma","-0.20736","1.491","SIDM01357","SIDG05894","","Broad"
"TMC1","Mel-202","Eye","Melanoma","-0.20736","1.491","SIDM01357","SIDG37822","","Broad"
"TCF19","Mel-202","Eye","Melanoma","-0.20733","1.404","SIDM01357","SIDG37350","","Broad"
"ANKRD54","Mel-202","Eye","Melanoma","-0.20727","1.49","SIDM01357","SIDG01094","","Broad"
"EXTL1","Mel-202","Eye","Melanoma","-0.20726","1.492","SIDM01357","SIDG08231","","Broad"
"UNC50","Mel-202","Eye","Melanoma","-0.20712","1.52","SIDM01357","SIDG40358","","Broad"
"SLC37A1","Mel-202","Eye","Melanoma","-0.20701","1.518","SIDM01357","SIDG34949","","Broad"
"TNFRSF9","Mel-202","Eye","Melanoma","-0.20701","1.449","SIDM01357","SIDG38225","","Broad"
"SPCS1","Mel-202","Eye","Melanoma","-0.20697","1.492","SIDM01357","SIDG36222","","Broad"
"H2BC12","Mel-202","Eye","Melanoma","-0.20683","1.471","SIDM01357","SIDG11326","","Broad"
"NSD1","Mel-202","Eye","Melanoma","-0.20674","1.401","SIDM01357","SIDG22319","","Broad"
"SELENOH","Mel-202","Eye","Melanoma","-0.20663","1.364","SIDM01357","SIDG34004","","Broad"
"TWIST1","Mel-202","Eye","Melanoma","-0.20663","1.402","SIDM01357","SIDG39991","","Broad"
"RABGEF1","Mel-202","Eye","Melanoma","-0.20654","1.522","SIDM01357","SIDG26568","","Broad"
"IFNE","Mel-202","Eye","Melanoma","-0.20653","1.41","SIDM01357","SIDG12357","","Broad"
"TWF2","Mel-202","Eye","Melanoma","-0.2065","1.525","SIDM01357","SIDG39990","","Broad"
"MFRP","Mel-202","Eye","Melanoma","-0.20647","1.404","SIDM01357","SIDG17660","","Broad"
"PRB4","Mel-202","Eye","Melanoma","-0.20645","1.404","SIDM01357","SIDG25686","","Broad"
"PAXIP1","Mel-202","Eye","Melanoma","-0.20637","1.366","SIDM01357","SIDG23984","","Broad"
"SELENOI","Mel-202","Eye","Melanoma","-0.20633","1.475","SIDM01357","SIDG34005","","Broad"
"SHE","Mel-202","Eye","Melanoma","-0.20624","1.527","SIDM01357","SIDG34383","","Broad"
"POTEM","Mel-202","Eye","Melanoma","-0.20621","1.476","SIDM01357","SIDG25310","","Broad"
"TAGLN2","Mel-202","Eye","Melanoma","-0.20618","1.527","SIDM01357","SIDG37109","","Broad"
"PPP4R1","Mel-202","Eye","Melanoma","-0.20618","1.527","SIDM01357","SIDG25606","","Broad"
"TRAF3","Mel-202","Eye","Melanoma","-0.20617","1.525","SIDM01357","SIDG38541","","Broad"
"CCIN","Mel-202","Eye","Melanoma","-0.20587","1.52","SIDM01357","SIDG03790","","Broad"
"VOPP1","Mel-202","Eye","Melanoma","-0.20571","1.48","SIDM01357","SIDG40862","","Broad"
"SLC22A25","Mel-202","Eye","Melanoma","-0.20571","1.41","SIDM01357","SIDG34763","","Broad"
"SNX6","Mel-202","Eye","Melanoma","-0.20563","1.417","SIDM01357","SIDG35968","","Broad"
"DIAPH3","Mel-202","Eye","Melanoma","-0.20549","1.533","SIDM01357","SIDG06563","","Broad"
"TBC1D20","Mel-202","Eye","Melanoma","-0.20535","1.42","SIDM01357","SIDG37243","","Broad"
"MFN1","Mel-202","Eye","Melanoma","-0.20531","1.508","SIDM01357","SIDG17657","","Broad"
"SPATA21","Mel-202","Eye","Melanoma","-0.20524","1.506","SIDM01357","SIDG36188","","Broad"
"ACER1","Mel-202","Eye","Melanoma","-0.20523","1.421","SIDM01357","SIDG00198","","Broad"
"FIBIN","Mel-202","Eye","Melanoma","-0.20519","1.526","SIDM01357","SIDG09120","","Broad"
"ANKRD30A","Mel-202","Eye","Melanoma","-0.20514","1.536","SIDM01357","SIDG01060","","Broad"
"PTPMT1","Mel-202","Eye","Melanoma","-0.20511","1.415","SIDM01357","SIDG26276","","Broad"
"MRO","Mel-202","Eye","Melanoma","-0.20499","1.422","SIDM01357","SIDG20009","","Broad"
"CUTA","Mel-202","Eye","Melanoma","-0.20497","1.466","SIDM01357","SIDG05732","","Broad"
"H3-4","Mel-202","Eye","Melanoma","-0.20496","1.528","SIDM01357","SIDG11379","","Broad"
"ACKR4","Mel-202","Eye","Melanoma","-0.20496","1.528","SIDM01357","SIDG00206","","Broad"
"POFUT2","Mel-202","Eye","Melanoma","-0.20487","1.487","SIDM01357","SIDG25187","","Broad"
"KIT","Mel-202","Eye","Melanoma","-0.20486","1.511","SIDM01357","SIDG13799","","Broad"
"POC1A","Mel-202","Eye","Melanoma","-0.20479","1.418","SIDM01357","SIDG25176","","Broad"
"OLFML1","Mel-202","Eye","Melanoma","-0.20478","1.512","SIDM01357","SIDG22645","","Broad"
"GPR155","Mel-202","Eye","Melanoma","-0.20476","1.467","SIDM01357","SIDG10568","","Broad"
"PHF3","Mel-202","Eye","Melanoma","-0.20453","1.469","SIDM01357","SIDG24537","","Broad"
"LARP1B","Mel-202","Eye","Melanoma","-0.20432","1.533","SIDM01357","SIDG14396","","Broad"
"PRR35","Mel-202","Eye","Melanoma","-0.20426","1.543","SIDM01357","SIDG25938","","Broad"
