"geneSymbol","modelName","tissue","cancerType","fc_clean","bf_scaled","modelId","geneId","isPanCancer","source"
"FAS","Mel-202","Eye","Melanoma","-0.0348","2.924","SIDM01357","SIDG08815","","Broad"
"SLFN12","Mel-202","Eye","Melanoma","-0.03478","2.831","SIDM01357","SIDG35032","","Broad"
"LMNB1","Mel-202","Eye","Melanoma","-0.03478","2.875","SIDM01357","SIDG16661","","Broad"
"ASB6","Mel-202","Eye","Melanoma","-0.03478","2.775","SIDM01357","SIDG01616","","Broad"
"ANKRD42","Mel-202","Eye","Melanoma","-0.03475","2.897","SIDM01357","SIDG01085","","Broad"
"SCLY","Mel-202","Eye","Melanoma","-0.03471","2.931","SIDM01357","SIDG33830","","Broad"
"SMARCD1","Mel-202","Eye","Melanoma","-0.03456","2.926","SIDM01357","SIDG35091","","Broad"
"EDIL3","Mel-202","Eye","Melanoma","-0.03445","2.927","SIDM01357","SIDG07308","","Broad"
"PKN1","Mel-202","Eye","Melanoma","-0.03432","2.905","SIDM01357","SIDG24887","","Broad"
"FAM243A","Mel-202","Eye","Melanoma","-0.03431","2.879","SIDM01357","SIDG03246","","Broad"
"C6orf89","Mel-202","Eye","Melanoma","-0.03429","2.906","SIDM01357","SIDG02889","","Broad"
"B3GALT2","Mel-202","Eye","Melanoma","-0.03418","2.906","SIDM01357","SIDG02024","","Broad"
"BCL2L2","Mel-202","Eye","Melanoma","-0.03395","2.925","SIDM01357","SIDG02180","","Broad"
"SFRP5","Mel-202","Eye","Melanoma","-0.03394","2.926","SIDM01357","SIDG34271","","Broad"
"KCNC4","Mel-202","Eye","Melanoma","-0.03389","2.882","SIDM01357","SIDG13492","","Broad"
"MAPK1IP1L","Mel-202","Eye","Melanoma","-0.03388","2.926","SIDM01357","SIDG17236","","Broad"
"TMEM95","Mel-202","Eye","Melanoma","-0.03388","2.938","SIDM01357","SIDG37944","","Broad"
"APH1B","Mel-202","Eye","Melanoma","-0.03371","2.891","SIDM01357","SIDG01225","","Broad"
"SULT2B1","Mel-202","Eye","Melanoma","-0.03369","2.933","SIDM01357","SIDG36869","","Broad"
"TTC9C","Mel-202","Eye","Melanoma","-0.03366","2.897","SIDM01357","SIDG39771","","Broad"
"SPECC1L","Mel-202","Eye","Melanoma","-0.03365","2.884","SIDM01357","SIDG36257","","Broad"
"TNNI1","Mel-202","Eye","Melanoma","-0.03359","2.94","SIDM01357","SIDG38271","","Broad"
"TOP3B","Mel-202","Eye","Melanoma","-0.03357","2.928","SIDM01357","SIDG38345","","Broad"
"C4orf51","Mel-202","Eye","Melanoma","-0.03357","2.892","SIDM01357","SIDG02847","","Broad"
"PMM1","Mel-202","Eye","Melanoma","-0.03357","2.928","SIDM01357","SIDG25092","","Broad"
"LHX1","Mel-202","Eye","Melanoma","-0.0335","2.841","SIDM01357","SIDG14588","","Broad"
"GBP6","Mel-202","Eye","Melanoma","-0.0335","2.907","SIDM01357","SIDG09923","","Broad"
"RNF41","Mel-202","Eye","Melanoma","-0.03345","2.886","SIDM01357","SIDG29109","","Broad"
"PRSS42P","Mel-202","Eye","Melanoma","-0.03344","2.842","SIDM01357","SIDG25984","","Broad"
"S100A10","Mel-202","Eye","Melanoma","-0.03335","2.894","SIDM01357","SIDG33589","","Broad"
"VAV2","Mel-202","Eye","Melanoma","-0.0333","2.914","SIDM01357","SIDG40640","","Broad"
"SOS2","Mel-202","Eye","Melanoma","-0.03323","2.888","SIDM01357","SIDG36073","","Broad"
"CNTN2","Mel-202","Eye","Melanoma","-0.0332","2.937","SIDM01357","SIDG05043","","Broad"
"LHX4","Mel-202","Eye","Melanoma","-0.03318","2.937","SIDM01357","SIDG14592","","Broad"
"DIP2B","Mel-202","Eye","Melanoma","-0.03317","2.944","SIDM01357","SIDG06582","","Broad"
"TBC1D10C","Mel-202","Eye","Melanoma","-0.03313","2.788","SIDM01357","SIDG37235","","Broad"
"TACR3","Mel-202","Eye","Melanoma","-0.03313","2.901","SIDM01357","SIDG37068","","Broad"
"FXYD6","Mel-202","Eye","Melanoma","-0.03311","2.889","SIDM01357","SIDG09643","","Broad"
"PDE6D","Mel-202","Eye","Melanoma","-0.03308","2.896","SIDM01357","SIDG24238","","Broad"
"FAM151A","Mel-202","Eye","Melanoma","-0.03301","2.916","SIDM01357","SIDG08593","","Broad"
"MYPOP","Mel-202","Eye","Melanoma","-0.03298","2.897","SIDM01357","SIDG21236","","Broad"
"CSN2","Mel-202","Eye","Melanoma","-0.03297","2.897","SIDM01357","SIDG05518","","Broad"
"MYNN","Mel-202","Eye","Melanoma","-0.03292","2.903","SIDM01357","SIDG21172","","Broad"
"HARBI1","Mel-202","Eye","Melanoma","-0.03287","2.912","SIDM01357","SIDG10994","","Broad"
"FANCB","Mel-202","Eye","Melanoma","-0.03279","2.79","SIDM01357","SIDG08783","","Broad"
"SERTAD3","Mel-202","Eye","Melanoma","-0.03277","2.918","SIDM01357","SIDG34196","","Broad"
"VLDLR","Mel-202","Eye","Melanoma","-0.03275","2.941","SIDM01357","SIDG40722","","Broad"
"FOXL2","Mel-202","Eye","Melanoma","-0.03272","2.892","SIDM01357","SIDG09308","","Broad"
"DTX2","Mel-202","Eye","Melanoma","-0.03266","2.914","SIDM01357","SIDG07037","","Broad"
"ARID5A","Mel-202","Eye","Melanoma","-0.03266","2.893","SIDM01357","SIDG01455","","Broad"
"HELLS","Mel-202","Eye","Melanoma","-0.03258","2.949","SIDM01357","SIDG11165","","Broad"
"ZNF395","Mel-202","Eye","Melanoma","-0.03243","2.915","SIDM01357","SIDG41977","","Broad"
"TRAPPC4","Mel-202","Eye","Melanoma","-0.03241","2.916","SIDM01357","SIDG38637","","Broad"
"MSC","Mel-202","Eye","Melanoma","-0.0324","2.916","SIDM01357","SIDG20304","","Broad"
"PGBD2","Mel-202","Eye","Melanoma","-0.03239","2.908","SIDM01357","SIDG24439","","Broad"
"MAPKAPK5","Mel-202","Eye","Melanoma","-0.03234","2.944","SIDM01357","SIDG17263","","Broad"
"MCMDC2","Mel-202","Eye","Melanoma","-0.03232","2.916","SIDM01357","SIDG17432","","Broad"
"SALL4","Mel-202","Eye","Melanoma","-0.03226","2.896","SIDM01357","SIDG33629","","Broad"
"AGPAT3","Mel-202","Eye","Melanoma","-0.03198","2.899","SIDM01357","SIDG00634","","Broad"
"TNFAIP1","Mel-202","Eye","Melanoma","-0.03196","2.905","SIDM01357","SIDG38211","","Broad"
"SLC15A1","Mel-202","Eye","Melanoma","-0.03193","2.925","SIDM01357","SIDG34690","","Broad"
"ARHGEF33","Mel-202","Eye","Melanoma","-0.03185","2.798","SIDM01357","SIDG01438","","Broad"
"GIPC2","Mel-202","Eye","Melanoma","-0.0318","2.943","SIDM01357","SIDG10102","","Broad"
"OAZ1","Mel-202","Eye","Melanoma","-0.03176","2.901","SIDM01357","SIDG22556","","Broad"
"RLBP1","Mel-202","Eye","Melanoma","-0.03172","2.799","SIDM01357","SIDG27270","","Broad"
"SLC12A2","Mel-202","Eye","Melanoma","-0.0317","2.95","SIDM01357","SIDG34672","","Broad"
"GOPC","Mel-202","Eye","Melanoma","-0.03159","2.8","SIDM01357","SIDG10415","","Broad"
"MORN5","Mel-202","Eye","Melanoma","-0.03155","2.8","SIDM01357","SIDG19928","","Broad"
"ZCCHC24","Mel-202","Eye","Melanoma","-0.03152","2.909","SIDM01357","SIDG41512","","Broad"
"NECTIN2","Mel-202","Eye","Melanoma","-0.03151","2.958","SIDM01357","SIDG21668","","Broad"
"OTUD4","Mel-202","Eye","Melanoma","-0.03149","2.903","SIDM01357","SIDG23705","","Broad"
"FIS1","Mel-202","Eye","Melanoma","-0.03138","2.858","SIDM01357","SIDG09137","","Broad"
"COL1A2","Mel-202","Eye","Melanoma","-0.03134","2.91","SIDM01357","SIDG05090","","Broad"
"ADIG","Mel-202","Eye","Melanoma","-0.03128","2.911","SIDM01357","SIDG00510","","Broad"
"GRIN3A","Mel-202","Eye","Melanoma","-0.03125","2.911","SIDM01357","SIDG10668","","Broad"
"C9orf64","Mel-202","Eye","Melanoma","-0.03124","2.96","SIDM01357","SIDG02975","","Broad"
"TMEM163","Mel-202","Eye","Melanoma","-0.03119","2.803","SIDM01357","SIDG38017","","Broad"
"HSF2","Mel-202","Eye","Melanoma","-0.03113","2.948","SIDM01357","SIDG12011","","Broad"
"TMEM50A","Mel-202","Eye","Melanoma","-0.03105","2.932","SIDM01357","SIDG37898","","Broad"
"AANAT","Mel-202","Eye","Melanoma","-0.031","2.962","SIDM01357","SIDG00033","","Broad"
"SFR1","Mel-202","Eye","Melanoma","-0.03096","2.862","SIDM01357","SIDG34265","","Broad"
"PRTG","Mel-202","Eye","Melanoma","-0.03092","2.914","SIDM01357","SIDG26001","","Broad"
"UGT1A5","Mel-202","Eye","Melanoma","-0.03086","2.863","SIDM01357","SIDG40294","","Broad"
"ETFRF1","Mel-202","Eye","Melanoma","-0.03071","2.958","SIDM01357","SIDG08156","","Broad"
"OTX2","Mel-202","Eye","Melanoma","-0.03065","2.864","SIDM01357","SIDG23716","","Broad"
"STXBP1","Mel-202","Eye","Melanoma","-0.03058","2.959","SIDM01357","SIDG36810","","Broad"
"ADGRF4","Mel-202","Eye","Melanoma","-0.03055","2.966","SIDM01357","SIDG00477","","Broad"
"CT83","Mel-202","Eye","Melanoma","-0.03055","2.966","SIDM01357","SIDG05610","","Broad"
"CCR6","Mel-202","Eye","Melanoma","-0.03054","2.93","SIDM01357","SIDG03885","","Broad"
"SSH3","Mel-202","Eye","Melanoma","-0.03052","2.808","SIDM01357","SIDG36519","","Broad"
"IL4R","Mel-202","Eye","Melanoma","-0.03051","2.911","SIDM01357","SIDG12952","","Broad"
"CALML5","Mel-202","Eye","Melanoma","-0.03047","2.925","SIDM01357","SIDG03380","","Broad"
"CABP2","Mel-202","Eye","Melanoma","-0.03043","2.96","SIDM01357","SIDG03287","","Broad"
"DMRTA2","Mel-202","Eye","Melanoma","-0.03042","2.866","SIDM01357","SIDG06679","","Broad"
"TNFSF14","Mel-202","Eye","Melanoma","-0.03036","2.967","SIDM01357","SIDG38253","","Broad"
"PLPPR3","Mel-202","Eye","Melanoma","-0.03027","2.938","SIDM01357","SIDG25051","","Broad"
"SRPX","Mel-202","Eye","Melanoma","-0.03019","2.811","SIDM01357","SIDG36468","","Broad"
"SMOC2","Mel-202","Eye","Melanoma","-0.03018","2.963","SIDM01357","SIDG35199","","Broad"
"KRIT1","Mel-202","Eye","Melanoma","-0.03016","2.969","SIDM01357","SIDG13971","","Broad"
"ALKBH7","Mel-202","Eye","Melanoma","-0.03015","2.934","SIDM01357","SIDG00868","","Broad"
"NECAB1","Mel-202","Eye","Melanoma","-0.03014","2.92","SIDM01357","SIDG21660","","Broad"
"ZNF132","Mel-202","Eye","Melanoma","-0.03012","2.812","SIDM01357","SIDG41793","","Broad"
"TMEM208","Mel-202","Eye","Melanoma","-0.03012","2.869","SIDM01357","SIDG38073","","Broad"
"DPH6","Mel-202","Eye","Melanoma","-0.02995","2.935","SIDM01357","SIDG06904","","Broad"
"FOXP2","Mel-202","Eye","Melanoma","-0.02985","2.93","SIDM01357","SIDG09327","","Broad"
"KLHL40","Mel-202","Eye","Melanoma","-0.02985","2.922","SIDM01357","SIDG13888","","Broad"
"CEP57","Mel-202","Eye","Melanoma","-0.02984","2.922","SIDM01357","SIDG04359","","Broad"
"EGR4","Mel-202","Eye","Melanoma","-0.0297","2.943","SIDM01357","SIDG07470","","Broad"
"LY6E","Mel-202","Eye","Melanoma","-0.02969","2.932","SIDM01357","SIDG16970","","Broad"
"XG","Mel-202","Eye","Melanoma","-0.0296","2.873","SIDM01357","SIDG41220","","Broad"
"ATP12A","Mel-202","Eye","Melanoma","-0.02944","2.962","SIDM01357","SIDG01942","","Broad"
"SP8","Mel-202","Eye","Melanoma","-0.0294","2.969","SIDM01357","SIDG36115","","Broad"
"CD82","Mel-202","Eye","Melanoma","-0.02934","2.97","SIDM01357","SIDG03986","","Broad"
"ADAMTSL1","Mel-202","Eye","Melanoma","-0.02934","2.926","SIDM01357","SIDG00421","","Broad"
"B3GNT8","Mel-202","Eye","Melanoma","-0.02934","2.921","SIDM01357","SIDG02041","","Broad"
"GRID2IP","Mel-202","Eye","Melanoma","-0.02933","2.963","SIDM01357","SIDG10654","","Broad"
"TSN","Mel-202","Eye","Melanoma","-0.02931","2.935","SIDM01357","SIDG39673","","Broad"
"ROS1","Mel-202","Eye","Melanoma","-0.02926","2.97","SIDM01357","SIDG31261","","Broad"
"PIK3R1","Mel-202","Eye","Melanoma","-0.02921","2.971","SIDM01357","SIDG24679","","Broad"
"STRIP1","Mel-202","Eye","Melanoma","-0.02919","2.819","SIDM01357","SIDG36775","","Broad"
"TTLL5","Mel-202","Eye","Melanoma","-0.02911","2.877","SIDM01357","SIDG39819","","Broad"
"RAB43","Mel-202","Eye","Melanoma","-0.02909","2.877","SIDM01357","SIDG26557","","Broad"
"H2AC20","Mel-202","Eye","Melanoma","-0.02904","2.929","SIDM01357","SIDG11361","","Broad"
"TMEM263","Mel-202","Eye","Melanoma","-0.02904","2.924","SIDM01357","SIDG38137","","Broad"
"LRRC17","Mel-202","Eye","Melanoma","-0.02902","2.965","SIDM01357","SIDG16806","","Broad"
"FUT5","Mel-202","Eye","Melanoma","-0.02885","2.944","SIDM01357","SIDG09624","","Broad"
"RAB11FIP4","Mel-202","Eye","Melanoma","-0.02884","2.967","SIDM01357","SIDG26512","","Broad"
"POLR1H","Mel-202","Eye","Melanoma","-0.02865","2.941","SIDM01357","SIDG42396","","Broad"
"LHX8","Mel-202","Eye","Melanoma","-0.02863","2.88","SIDM01357","SIDG14597","","Broad"
"SCAMP4","Mel-202","Eye","Melanoma","-0.02861","2.881","SIDM01357","SIDG33745","","Broad"
"FAM149A","Mel-202","Eye","Melanoma","-0.02857","2.881","SIDM01357","SIDG08590","","Broad"
"INPP5E","Mel-202","Eye","Melanoma","-0.0285","2.977","SIDM01357","SIDG13113","","Broad"
"S100A6","Mel-202","Eye","Melanoma","-0.02847","2.97","SIDM01357","SIDG33581","","Broad"
"UBXN10","Mel-202","Eye","Melanoma","-0.02844","2.97","SIDM01357","SIDG40253","","Broad"
"AJM1","Mel-202","Eye","Melanoma","-0.0284","2.971","SIDM01357","SIDG00700","","Broad"
"ATXN2","Mel-202","Eye","Melanoma","-0.02838","2.93","SIDM01357","SIDG01962","","Broad"
"TMEM131","Mel-202","Eye","Melanoma","-0.02838","2.948","SIDM01357","SIDG37980","","Broad"
"PIK3R3","Mel-202","Eye","Melanoma","-0.02824","2.884","SIDM01357","SIDG24682","","Broad"
"CCDC77","Mel-202","Eye","Melanoma","-0.02816","2.827","SIDM01357","SIDG03678","","Broad"
"TNFSF13","Mel-202","Eye","Melanoma","-0.02814","2.973","SIDM01357","SIDG38251","","Broad"
"ADD3","Mel-202","Eye","Melanoma","-0.02811","2.946","SIDM01357","SIDG00455","","Broad"
"MAP3K7","Mel-202","Eye","Melanoma","-0.02806","2.95","SIDM01357","SIDG17206","","Broad"
"IFI44L","Mel-202","Eye","Melanoma","-0.02803","2.974","SIDM01357","SIDG12317","","Broad"
"AS3MT","Mel-202","Eye","Melanoma","-0.02787","2.938","SIDM01357","SIDG01602","","Broad"
"PSKH2","Mel-202","Eye","Melanoma","-0.02783","2.975","SIDM01357","SIDG26052","","Broad"
"PROX2","Mel-202","Eye","Melanoma","-0.02783","2.948","SIDM01357","SIDG25862","","Broad"
"PIK3CD","Mel-202","Eye","Melanoma","-0.0278","2.983","SIDM01357","SIDG24672","","Broad"
"ZNF875","Mel-202","Eye","Melanoma","-0.02774","2.888","SIDM01357","SIDG11392","","Broad"
"ENPEP","Mel-202","Eye","Melanoma","-0.02766","2.936","SIDM01357","SIDG07813","","Broad"
"COX14","Mel-202","Eye","Melanoma","-0.02764","2.99","SIDM01357","SIDG05290","","Broad"
"CYP26A1","Mel-202","Eye","Melanoma","-0.02759","2.936","SIDM01357","SIDG05983","","Broad"
"TAF5","Mel-202","Eye","Melanoma","-0.02756","2.977","SIDM01357","SIDG37085","","Broad"
"ZNF529","Mel-202","Eye","Melanoma","-0.02755","2.951","SIDM01357","SIDG42077","","Broad"
"CCR7","Mel-202","Eye","Melanoma","-0.02749","2.941","SIDM01357","SIDG03886","","Broad"
"LYSMD1","Mel-202","Eye","Melanoma","-0.02747","2.937","SIDM01357","SIDG17019","","Broad"
"LRRC19","Mel-202","Eye","Melanoma","-0.02746","2.937","SIDM01357","SIDG16808","","Broad"
"CYP2A7","Mel-202","Eye","Melanoma","-0.02745","2.89","SIDM01357","SIDG05884","","Broad"
"PCDHB6","Mel-202","Eye","Melanoma","-0.02739","2.956","SIDM01357","SIDG24070","","Broad"
"CARM1","Mel-202","Eye","Melanoma","-0.02735","2.962","SIDM01357","SIDG03463","","Broad"
"DRGX","Mel-202","Eye","Melanoma","-0.02733","2.956","SIDM01357","SIDG06990","","Broad"
"DCAF17","Mel-202","Eye","Melanoma","-0.02729","2.953","SIDM01357","SIDG06111","","Broad"
"ZNF543","Mel-202","Eye","Melanoma","-0.02724","2.892","SIDM01357","SIDG42086","","Broad"
"SDK1","Mel-202","Eye","Melanoma","-0.02722","2.963","SIDM01357","SIDG33937","","Broad"
"DCLK3","Mel-202","Eye","Melanoma","-0.0272","2.954","SIDM01357","SIDG06128","","Broad"
"PRRC1","Mel-202","Eye","Melanoma","-0.02718","2.964","SIDM01357","SIDG25940","","Broad"
"IL17REL","Mel-202","Eye","Melanoma","-0.02717","2.944","SIDM01357","SIDG12998","","Broad"
"AAAS","Mel-202","Eye","Melanoma","-0.02713","2.964","SIDM01357","SIDG00017","","Broad"
"LLCFC1","Mel-202","Eye","Melanoma","-0.02713","2.964","SIDM01357","SIDG16636","","Broad"
"QDPR","Mel-202","Eye","Melanoma","-0.02708","2.989","SIDM01357","SIDG26436","","Broad"
"ELOVL5","Mel-202","Eye","Melanoma","-0.02701","2.893","SIDM01357","SIDG07737","","Broad"
"KRT31","Mel-202","Eye","Melanoma","-0.02695","2.995","SIDM01357","SIDG14147","","Broad"
"ATP2B1","Mel-202","Eye","Melanoma","-0.02692","2.959","SIDM01357","SIDG01787","","Broad"
"ALDH9A1","Mel-202","Eye","Melanoma","-0.02686","2.895","SIDM01357","SIDG00817","","Broad"
"PLCD1","Mel-202","Eye","Melanoma","-0.02682","2.957","SIDM01357","SIDG24952","","Broad"
"CRMP1","Mel-202","Eye","Melanoma","-0.0268","2.957","SIDM01357","SIDG05427","","Broad"
"EDC3","Mel-202","Eye","Melanoma","-0.02673","2.896","SIDM01357","SIDG07297","","Broad"
"DRAM2","Mel-202","Eye","Melanoma","-0.02673","2.944","SIDM01357","SIDG06973","","Broad"
"CCND2","Mel-202","Eye","Melanoma","-0.02668","2.959","SIDM01357","SIDG03839","","Broad"
"ZSCAN21","Mel-202","Eye","Melanoma","-0.02665","2.985","SIDM01357","SIDG42439","","Broad"
"USF1","Mel-202","Eye","Melanoma","-0.0266","2.959","SIDM01357","SIDG40440","","Broad"
"CASP3","Mel-202","Eye","Melanoma","-0.0266","2.993","SIDM01357","SIDG03507","","Broad"
"SSH2","Mel-202","Eye","Melanoma","-0.02659","2.993","SIDM01357","SIDG36518","","Broad"
"F2R","Mel-202","Eye","Melanoma","-0.02654","2.993","SIDM01357","SIDG08250","","Broad"
"ACKR2","Mel-202","Eye","Melanoma","-0.02653","2.999","SIDM01357","SIDG00204","","Broad"
"ADAMTS13","Mel-202","Eye","Melanoma","-0.02651","2.963","SIDM01357","SIDG00412","","Broad"
"DZIP1","Mel-202","Eye","Melanoma","-0.0265","2.84","SIDM01357","SIDG07224","","Broad"
"MCF2L","Mel-202","Eye","Melanoma","-0.02644","2.999","SIDM01357","SIDG17408","","Broad"
"TATDN3","Mel-202","Eye","Melanoma","-0.02644","2.961","SIDM01357","SIDG37196","","Broad"
"ZNF181","Mel-202","Eye","Melanoma","-0.02643","2.961","SIDM01357","SIDG41826","","Broad"
"NIPSNAP2","Mel-202","Eye","Melanoma","-0.02643","2.994","SIDM01357","SIDG21879","","Broad"
"SPDYE4","Mel-202","Eye","Melanoma","-0.02643","2.963","SIDM01357","SIDG36237","","Broad"
"BTG3","Mel-202","Eye","Melanoma","-0.02642","2.987","SIDM01357","SIDG02617","","Broad"
"ZNF839","Mel-202","Eye","Melanoma","-0.0264","2.841","SIDM01357","SIDG42350","","Broad"
"COQ8B","Mel-202","Eye","Melanoma","-0.02635","2.842","SIDM01357","SIDG05200","","Broad"
"MOSPD3","Mel-202","Eye","Melanoma","-0.02614","2.989","SIDM01357","SIDG19933","","Broad"
"DCLRE1C","Mel-202","Eye","Melanoma","-0.02606","2.901","SIDM01357","SIDG06131","","Broad"
"CEP83","Mel-202","Eye","Melanoma","-0.02602","2.953","SIDM01357","SIDG04368","","Broad"
"ZNF71","Mel-202","Eye","Melanoma","-0.02596","2.954","SIDM01357","SIDG41726","","Broad"
"THEM5","Mel-202","Eye","Melanoma","-0.02595","2.95","SIDM01357","SIDG37641","","Broad"
"HEMGN","Mel-202","Eye","Melanoma","-0.02587","2.966","SIDM01357","SIDG11170","","Broad"
"ULBP2","Mel-202","Eye","Melanoma","-0.02586","2.991","SIDM01357","SIDG40331","","Broad"
"NAP1L2","Mel-202","Eye","Melanoma","-0.02576","3.005","SIDM01357","SIDG21345","","Broad"
"TMED3","Mel-202","Eye","Melanoma","-0.02571","2.976","SIDM01357","SIDG37845","","Broad"
"GBX2","Mel-202","Eye","Melanoma","-0.02564","2.847","SIDM01357","SIDG09926","","Broad"
"FOXJ2","Mel-202","Eye","Melanoma","-0.02557","3.001","SIDM01357","SIDG09303","","Broad"
"RWDD1","Mel-202","Eye","Melanoma","-0.02554","2.994","SIDM01357","SIDG33540","","Broad"
"PTGER4","Mel-202","Eye","Melanoma","-0.02554","2.977","SIDM01357","SIDG26211","","Broad"
"CLDN10","Mel-202","Eye","Melanoma","-0.02552","3.007","SIDM01357","SIDG04792","","Broad"
"HCRTR1","Mel-202","Eye","Melanoma","-0.02549","2.971","SIDM01357","SIDG11108","","Broad"
"ASF1A","Mel-202","Eye","Melanoma","-0.02546","2.969","SIDM01357","SIDG01641","","Broad"
"AKAP7","Mel-202","Eye","Melanoma","-0.02543","2.955","SIDM01357","SIDG00733","","Broad"
"CPEB3","Mel-202","Eye","Melanoma","-0.02541","2.97","SIDM01357","SIDG05319","","Broad"
"GRM1","Mel-202","Eye","Melanoma","-0.02532","2.85","SIDM01357","SIDG10683","","Broad"
"NEMF","Mel-202","Eye","Melanoma","-0.02528","2.907","SIDM01357","SIDG21716","","Broad"
"ZNF566","Mel-202","Eye","Melanoma","-0.02524","2.98","SIDM01357","SIDG42109","","Broad"
"ARHGDIB","Mel-202","Eye","Melanoma","-0.02522","2.996","SIDM01357","SIDG01409","","Broad"
"SCML2","Mel-202","Eye","Melanoma","-0.0252","2.851","SIDM01357","SIDG33833","","Broad"
"SHMT2","Mel-202","Eye","Melanoma","-0.0252","2.972","SIDM01357","SIDG34402","","Broad"
"BCLAF3","Mel-202","Eye","Melanoma","-0.0251","2.961","SIDM01357","SIDG02206","","Broad"
"KHDC4","Mel-202","Eye","Melanoma","-0.02507","2.998","SIDM01357","SIDG13663","","Broad"
"MTMR12","Mel-202","Eye","Melanoma","-0.02494","2.975","SIDM01357","SIDG20726","","Broad"
"KRT12","Mel-202","Eye","Melanoma","-0.02492","2.975","SIDM01357","SIDG14038","","Broad"
"MPST","Mel-202","Eye","Melanoma","-0.02491","3.007","SIDM01357","SIDG19971","","Broad"
"TAC4","Mel-202","Eye","Melanoma","-0.02489","2.959","SIDM01357","SIDG37060","","Broad"
"TEX36","Mel-202","Eye","Melanoma","-0.02486","2.975","SIDM01357","SIDG37509","","Broad"
"FERMT1","Mel-202","Eye","Melanoma","-0.02485","3.008","SIDM01357","SIDG09019","","Broad"
"ASGR2","Mel-202","Eye","Melanoma","-0.02484","2.911","SIDM01357","SIDG01644","","Broad"
"GML","Mel-202","Eye","Melanoma","-0.02468","2.976","SIDM01357","SIDG10265","","Broad"
"PCDHA2","Mel-202","Eye","Melanoma","-0.02465","2.855","SIDM01357","SIDG24048","","Broad"
"SMAD3","Mel-202","Eye","Melanoma","-0.02462","2.855","SIDM01357","SIDG35069","","Broad"
"TDG","Mel-202","Eye","Melanoma","-0.02461","3.01","SIDM01357","SIDG37392","","Broad"
"ASCL1","Mel-202","Eye","Melanoma","-0.02444","2.986","SIDM01357","SIDG01634","","Broad"
"CPT1A","Mel-202","Eye","Melanoma","-0.02441","3.016","SIDM01357","SIDG05358","","Broad"
"ZFAND4","Mel-202","Eye","Melanoma","-0.02441","2.979","SIDM01357","SIDG41559","","Broad"
"AASS","Mel-202","Eye","Melanoma","-0.02433","3.017","SIDM01357","SIDG00042","","Broad"
"RAB25","Mel-202","Eye","Melanoma","-0.02433","3.017","SIDM01357","SIDG26526","","Broad"
"OPRPN","Mel-202","Eye","Melanoma","-0.02432","3.012","SIDM01357","SIDG22696","","Broad"
"KIAA1328","Mel-202","Eye","Melanoma","-0.02427","2.987","SIDM01357","SIDG13703","","Broad"
"BICC1","Mel-202","Eye","Melanoma","-0.02427","2.965","SIDM01357","SIDG02285","","Broad"
"ZNF865","Mel-202","Eye","Melanoma","-0.02412","2.968","SIDM01357","SIDG42369","","Broad"
"SHC4","Mel-202","Eye","Melanoma","-0.02412","2.989","SIDM01357","SIDG34379","","Broad"
"C9orf47","Mel-202","Eye","Melanoma","-0.02412","2.917","SIDM01357","SIDG02969","","Broad"
"SULF2","Mel-202","Eye","Melanoma","-0.02409","3.006","SIDM01357","SIDG36854","","Broad"
"CCDC62","Mel-202","Eye","Melanoma","-0.02404","3.019","SIDM01357","SIDG03664","","Broad"
"EFR3A","Mel-202","Eye","Melanoma","-0.02393","2.861","SIDM01357","SIDG07443","","Broad"
"CFAP44","Mel-202","Eye","Melanoma","-0.02386","3.016","SIDM01357","SIDG04429","","Broad"
"PATJ","Mel-202","Eye","Melanoma","-0.02381","2.969","SIDM01357","SIDG23962","","Broad"
"TNFRSF12A","Mel-202","Eye","Melanoma","-0.02379","2.984","SIDM01357","SIDG38233","","Broad"
"SLCO4C1","Mel-202","Eye","Melanoma","-0.02368","3.017","SIDM01357","SIDG35020","","Broad"
"CDC25C","Mel-202","Eye","Melanoma","-0.02365","2.993","SIDM01357","SIDG04045","","Broad"
"P3H1","Mel-202","Eye","Melanoma","-0.02364","2.92","SIDM01357","SIDG23764","","Broad"
"CHST9","Mel-202","Eye","Melanoma","-0.0236","2.993","SIDM01357","SIDG04651","","Broad"
"PTGIR","Mel-202","Eye","Melanoma","-0.02359","2.986","SIDM01357","SIDG26229","","Broad"
"H6PD","Mel-202","Eye","Melanoma","-0.02356","2.971","SIDM01357","SIDG10956","","Broad"
"PPFIBP1","Mel-202","Eye","Melanoma","-0.0235","2.973","SIDM01357","SIDG25367","","Broad"
"ERCC6","Mel-202","Eye","Melanoma","-0.02348","2.987","SIDM01357","SIDG07939","","Broad"
"MREG","Mel-202","Eye","Melanoma","-0.02344","3.019","SIDM01357","SIDG19988","","Broad"
"USP30","Mel-202","Eye","Melanoma","-0.02343","3.011","SIDM01357","SIDG40561","","Broad"
"TIGD3","Mel-202","Eye","Melanoma","-0.02337","2.988","SIDM01357","SIDG37700","","Broad"
"ZNF213","Mel-202","Eye","Melanoma","-0.02334","2.995","SIDM01357","SIDG41852","","Broad"
"ARSJ","Mel-202","Eye","Melanoma","-0.0233","2.995","SIDM01357","SIDG01588","","Broad"
"GNG3","Mel-202","Eye","Melanoma","-0.02329","2.866","SIDM01357","SIDG10303","","Broad"
"GPR25","Mel-202","Eye","Melanoma","-0.02327","3.021","SIDM01357","SIDG10506","","Broad"
