gene	Mel285.D28A	Mel285.D28B	Mel285.D28C	Mel285.D49A	Mel285.D49B	Mel285.D49C
CCNL2	-0.0119264262055007	0	0	-0.899058100762715	-0.907596051236393	-0.714124326037129
CCNT1	-0.115005744339384	-0.307877245739835	-0.28423054342108	-1.02009982853869	-1.15464329785929	-1.38832490491104
CCNT2	-0.0821761267173744	-0.124170513841848	-0.157351483736216	-0.977766348042216	-1.08489811200129	-1.05882112419667
CCT6A	-0.379756679109699	-0.319704387921507	-0.850952755507531	-1.10017282613027	-1.14265114382092	-1.43167550562306
CCT6B	-0.0126655990054748	-0.0168371654702037	-0.0256582712516289	-0.880555506342091	-0.715467538462225	-0.84871275300781
CD163L1	-0.0306842421342846	-0.0119638781651919	0	-0.474669295807657	-0.784973903883745	-0.637512963368269
CD44	-0.0111790482123366	-0.0232113259530596	0	-0.176828357794556	-0.630898200066575	-0.540695598658033
CD72	-0.0457359825085918	-0.0153790025155338	-0.0301763301473386	-0.791463103528739	-0.891962743895036	-0.850460488170232
CDC34	-0.0163771849191991	-0.0531708697051017	-0.0611038062848053	-0.737604029780191	-1.05818643059587	-1.09693964875601
CDIPT	-0.43499476911368	-0.4928139008147	-0.592583186325816	-1.20364911180763	-1.21768384017921	-1.1851643333073
CDK16	-0.0488328456599014	-0.0145681649062325	-0.00947584728130979	-0.895212347326288	-0.898271147552208	-0.593846329375023
CDK17	-0.00631787339086442	-0.0300431740694103	-0.207036743870528	-0.580872337326966	-1.11114982613361	-0.97475842275341
CDK19	-0.00123256197514261	0	-0.0153165609044804	-0.667931016658067	-0.719421521806548	-0.737741811347706
CDK2	-0.624119626423459	-0.327657578091949	-0.515714206150335	-1.11366026923103	-1.02943855811965	-1.20324457014092
CDK5R1	-0.0057581697983476	-0.00626393776738163	0	-0.832245477718465	-0.931036775982097	-0.648927246312033
CDK5R2	-0.0374187036417632	0	-0.0692389652237985	-0.827798925265656	-1.07467118902195	-0.965427148692609
CDK7	-0.652125581991201	-0.795329629668397	-0.762383251410324	-1.21417306016385	-1.29600793797356	-1.46109743265757
CDK8	-0.031898869427574	0	0	-0.442963073059803	-0.698846424684474	-0.746953036543845
CDNF	-0.0239745426871703	-0.0238710641471193	0	-0.907222358884459	-0.923913414678178	-0.736022920247188
CDS1	0	-0.0170481688187171	0	-0.759651002641919	-0.795398912604478	-0.500278174800287
CDS2	-0.430537757393532	-0.390783672678165	-0.278235439575081	-1.2229373943188	-1.01138589151862	-1.08234945820755
CEACAM1	-0.00645198052028665	-0.098702832794644	-0.0925077763312655	-0.511862067904753	-1.16684048819774	-0.920910678585843
CELA2A	-0.0696115647639777	-0.0142622405065224	-0.0286790477985392	-0.514435643903881	-0.817218161468078	-0.58697809010919
CFL1	-0.0663191704598241	-0.0516130388015779	-0.150424636698358	-1.10497690124477	-1.08603178090587	-0.741931856015251
CHM	-0.0292456009679589	0	0	-0.598673779923002	-0.818384076222137	-0.644134556576829
CHML	-0.0275325023889326	-0.0343735558774493	-0.0181900184968278	-1.17531415365218	-0.970219929130275	-0.685661825558374
CHMP1A	-0.200403207871797	-0.0641650322513349	-0.213804194919866	-1.05647697361573	-0.964483966098973	-1.13578779731747
CHMP1B	-0.0388764814986766	0	-0.0941814712182471	-0.553718052215563	-0.926694605674056	-0.739795400362192
CHORDC1	-0.584464780809775	-0.592317203546648	-0.494284774350848	-1.05727326259313	-1.02576337499691	-1.29359845385902
CHRNB3	-0.121327450694519	-0.232694126668017	-0.112682972171093	-0.618608860272305	-0.975798284042991	-0.685430916465705
CHSY1	0	0	0	-0.461630115719522	-0.711310169960049	-0.76787424926406
CHSY3	-0.0264513833514425	-0.0993832802872169	-0.044945827497073	-0.505231507128272	-1.04263858430894	-0.671975773928991
CHUK	-0.0796963874783574	-0.0543080134245345	-0.0852937567926457	-0.685147990502805	-0.898624015740436	-0.767567195156785
CKAP5	-0.697102692853197	-0.63293427725349	-0.65179638718912	-1.26043125322565	-1.17569704549851	-1.25017842150083
CLASP1	-0.297509891792057	-0.335644257474883	-0.547192240396008	-1.0444759511047	-1.11572901995381	-1.0577130455682
CLASP2	-0.0404604050872777	-0.0491646922781876	-0.0223389132611468	-1.07326990574779	-1.06803494779659	-1.12800115785403
CLCA1	-0.0458626563710251	-0.109176569178883	-0.0166800729592048	-0.646062085415033	-0.804240826583393	-0.555994167266718
CLDN4	-0.0236862195343503	0	-0.123317757938331	-0.742502098772252	-0.92543928147407	-0.931642003013798
CLIP4	-0.105221224288017	0	-0.0901192437250688	-0.92619956690886	-0.590781974802594	-0.938137874998534
CLNS1A	-0.473894680795407	-0.571136208061161	-0.837227432266231	-1.0506065592266	-1.15573281404551	-1.35601467807284
CLTA	0	0	0	-0.688046594583539	-0.588255389617125	-0.3426770108584
CLTB	0	-0.0244477841054239	0	-0.605782377456426	-0.896219716135619	-0.825101383116244
CLTC	-0.111545418648642	-0.0659111129585313	-0.156337983305753	-1.01551863898106	-1.2593011405002	-1.20119026315349
CLTCL1	-0.0342170066661107	-0.0652082744510272	-0.127169567555312	-0.835639224726902	-1.02617653188564	-0.796185203233125
CNOT6	-0.0229657302626448	-0.106780578895453	-0.0283438602728925	-0.543811933604318	-1.11334280784353	-0.74735609828834
CNOT6L	0	-0.00299937549332067	-0.0136133385762166	-0.633666224714786	-0.809972333066481	-0.604531419911935
CNOT7	-0.0884515770940744	-0.117057784957188	-0.290788492984749	-1.04738690821123	-1.10931492453936	-1.1994421254655
CNOT8	-0.063224861093962	-0.155875587454461	-0.10978315348208	-0.888391471292246	-1.05499130125634	-0.900525987978722
COPA	-0.846337795346764	-0.725993557053201	-0.716823503827142	-1.28017355312622	-1.20611475107189	-1.1959871825974
COPG1	-0.29724489081966	-0.466546637812039	-0.425048314942557	-0.852089320449278	-1.17166968463055	-1.30233767132703
COPG2	-0.00924523860370496	-0.00302005588709493	-0.0342539642682274	-0.685919728836518	-0.816397017220282	-0.945647217740061
COPS7A	-0.027203661771624	-0.0648005210075695	-0.00310328857410508	-0.708211082664465	-0.533365123778835	-0.837104553000262
COPS7B	-0.0808136290146482	-0.0920003217244898	-0.119989547852704	-0.832455657279399	-0.647961270450505	-1.04040910202075
COPZ1	-0.283673752640448	-0.243676897557751	-0.344788020827811	-1.10698835227635	-1.12258141084374	-1.06145007551788
COPZ2	0	-0.019017837323817	0	-0.83750459334237	-0.914113809986982	-0.571882787174609
COQ10A	-0.0601584750132427	-0.0778642893884172	-0.227530801612695	-0.898682926120238	-0.978331343814175	-0.828287177628088
COQ10B	-0.00293884827735989	-0.00261860778354749	-0.097091767582435	-0.888272283894379	-0.961254165477809	-0.989640225213856
COX4I1	-0.11351474564204	-0.101248674065078	-0.0698377903441448	-1.20241198475047	-1.04797598399949	-0.995774355788987
COX4I2	-0.0251575296236104	-0.083709108926727	-0.189708970786648	-0.977276447892475	-0.964456727905469	-1.25133241687334
COX6B1	-0.0917399733811785	-0.0801267458850522	-0.0189603597283544	-1.22860153969205	-1.08055810021537	-1.05820845003871
COX6B2	-0.00563835506173918	0	-0.0479292157887087	-0.714271310008498	-0.92556480444326	-0.960439481250156
CPS1	-0.012989829896668	-0.0428227359163611	-0.031546891040805	-0.683529143636265	-0.91080506478455	-0.860627469379534
CPSF3	-0.348676227105458	-0.583127477091882	-0.555378691172153	-0.894356810302847	-1.05610792581486	-1.054996457217
CREBBP	-0.00577577039052961	-0.0324795151396481	-0.1563085534897	-0.944619376372468	-0.858622941340336	-1.19199860103307
CRK	-0.458958206484121	-0.236684234156236	-0.464498326478094	-1.3122367963804	-0.874709405443761	-1.34376678750411
CRKL	-0.418164610263222	-0.444777137916846	-0.479640992588712	-1.3301219194639	-1.26875579134098	-1.23478698074655
CRNN	-0.0177819586452463	-0.0480212458577649	-0.00864055707958662	-0.445040200995685	-0.673648257370743	-0.747763692407747
CRX	-0.0297576504464247	-0.000773008909954063	-0.0714258501641226	-0.819568112030753	-0.779175682454776	-0.962182212589182
CRY1	-0.0686121013921903	-0.0204227636408757	-0.180274788384168	-1.0723603163794	-0.865612783253555	-0.920790363239086
CRY2	-0.103765231471719	-0.00794415556821913	-0.0667459554285914	-0.948824358358969	-0.76559239147436	-0.785665267884241
CRYBB2	0	0	0	-0.560880293989092	-0.690721743640455	-0.883957923802523
CSTF2	-0.0181386711682959	-0.0326271326596151	-0.173019803144791	-0.754952721928622	-0.725590428782443	-1.22106802738894
CSTF2T	-0.0718305548751416	-0.0757310842877307	-0.0814800609041385	-0.687360318465372	-0.90778172986764	-1.08021519864533
CTCFL	-0.0663196183441051	-0.0373398621571162	-0.0768084008432791	-0.958606504861524	-0.840181596841911	-0.759094861543808
CTNNB1	0	0	0	-0.515754149943437	-0.714692707058135	-0.737950798695186
CTPS1	0	-0.0119295066439794	-0.00950298191934537	-0.612564397046217	-0.941656630911886	-0.715516229407077
CTPS2	0	-0.0631353261182425	-0.126953036885621	-0.433876892803288	-0.967149494244969	-0.745718900811208
CTR9	-0.669115775251738	-0.557366991780917	-0.557624843088927	-1.30401613395931	-1.15249709519055	-1.18559731191722
CTSZ	-0.131145228044988	-0.115496011927995	-0.128748807543555	-0.793178157697688	-1.16154207435835	-1.00635534345463
CWF19L1	-0.00535245560352866	-0.0708411256716055	-0.00260358414988418	-0.912146275337072	-1.09690173285447	-0.873817013902248
CYFIP1	-0.0783668628184575	-0.128194681889409	-0.0560702940713508	-0.877427553052796	-1.06780300024386	-1.14157707491956
CYFIP2	0	-0.00433282164085871	-0.135787891368549	-0.667696316405227	-1.04777694603126	-0.90441090668161
CYP26C1	-0.0260021000886072	-0.0621815788359612	-0.0209160814109912	-0.912595665198662	-0.873408534654737	-0.97919988708078
CYP2A6	-0.0249516528620139	0	-0.0869024927522009	-0.809599782747467	-0.812580549242265	-0.88288694692249
CYP2C8	0	-0.0400629052408884	-0.0451318413863705	-0.767691211041574	-1.01336948374978	-1.06948953204607
CYP7A1	-0.0226065539446229	-0.104467577341904	-0.0732864830122966	-0.684159653611404	-1.01317472270257	-0.997230051352969
DBT	0	-0.0265219397906257	-0.0532359354765241	-0.589671653437451	-0.841625390818331	-0.607247424448628
DCAF4L2	0	-0.0464586488194241	-0.19443739971054	-0.537483047614198	-0.834474445219318	-0.770976046484319
DCAF8L1	-0.00510691240764805	-0.00609297280194312	0	-0.546252753529832	-0.882521614525157	-0.944469937360912
DDI1	-0.0150838212771773	-0.040747231826783	-0.142613462720115	-0.499077875399404	-0.865960434925684	-0.903724163656014
DDI2	-0.285234319976826	-0.398464373617796	-0.396587628857466	-1.12374561730567	-1.08255709924231	-1.22595706782131
DDX17	-0.107771063580742	-0.0681432049857864	-0.155354421102262	-0.832456484262195	-0.890400300904118	-0.711379662006714
DDX39A	-0.0394446934056039	0	-0.00744259439141249	-0.750889505349767	-1.04174632517742	-0.798823833732976
DDX39B	0	0	-0.0436496486883447	-0.683192628832992	-0.426062501891896	-0.907325172824352
DDX5	-0.366874026676328	-0.221244768025187	-0.336519244745083	-1.27240819530744	-1.1839714565304	-1.30787571625691
DEGS1	0	0	-0.0469342016203105	-0.661942092516369	-0.707955279738649	-0.741518006532969
DEGS2	0	0	-0.136504569799155	-0.642956711221822	-0.328069023064417	-1.0205758401624
DENND5A	0	-0.0370926618425347	0	-0.695102019854693	-0.939713358469751	-0.886683644944596
DENND5B	-0.0522045373184254	-0.0123149599166374	-0.0116727144766231	-0.907153223192079	-0.854302343480427	-0.89016107673946
DGAT1	-0.0110108921358648	-0.0492861312996243	0	-0.660882759990317	-0.805641947275022	-0.818364497525265
DGAT2L6	-0.061282942234618	-0.0596038381884566	0	-0.694480155207343	-0.936552530225161	-0.676323273667392
DGKI	0	-0.070257181318344	-0.0269872370975624	-0.412769581752564	-0.770780671539343	-0.721577167233975
DGKZ	-0.0855856825629402	-0.0145161204994765	-0.179823905211394	-0.803534661544727	-1.02139398048434	-0.832523387846554
DHX29	-0.023861538968024	-0.0568312457575976	-0.0501022701374875	-0.796531658824937	-0.768023406812323	-0.601667216315825
DHX9	-0.688152642204031	-0.207146142318066	-0.525012812563917	-1.31868588924849	-1.1547876905876	-1.35621983827576
DLL1	0	0	-0.0813089179805728	-0.63448623109755	-0.837330473221931	-0.887268210298448
DLL4	-0.0471651225639328	0	0	-0.648791316097681	-0.943273184475173	-0.845313787899378
DMD	0	-0.00456269402411626	0	-0.632072743883336	-0.786302211109864	-0.627351033334936
DMP1	-0.000553270832949845	-0.0891835650623488	-0.0632764411826335	-0.532481388606445	-0.87776131199802	-0.717160945704377
DMXL1	-0.0846039826957269	-0.021127728478904	-0.0228466625599844	-0.494007867357769	-0.888792885734266	-0.899148316048976
DMXL2	-0.0132860461177166	-0.0125211371481906	-0.126169277772049	-0.349302536195369	-0.675816973793991	-0.943723977826101
DNAJC15	-0.0273119682392342	-0.00030192687483014	-0.0847495774528282	-0.691623144085476	-0.97104062908772	-0.874073418673003
DNAJC19	-0.29253030007997	-0.315350244779364	-0.50783435033942	-0.981871066751311	-1.17963048173307	-0.839646748810736
DPCR1	-0.0104279040481448	-0.116948794143407	0	-0.858149773916288	-1.04246505013884	-0.861479546085626
DRD3	-0.0778336789968381	0	0	-0.821523716055815	-0.854113470996339	-0.693551842862145
DST	-0.0527629516796672	0	0	-0.802686092953593	-0.921149177627009	-0.614312266214629
